0,1744289477.597477,0,0
1,1744289477.6014569,2.01,-0.56
0,1744289477.6223302,0,0
0,1744289477.6463425,0,0
0,1744289477.6713428,0,0
0,1744289477.6962018,0,0
1,1744289477.7008007,1.95,-0.47
0,1744289477.7211704,0,0
0,1744289477.7451618,0,0
0,1744289477.7702928,0,0
0,1744289477.7953045,0,0
1,1744289477.800954,1.98,-0.48
0,1744289477.8202028,0,0
0,1744289477.8451757,0,0
0,1744289477.8702202,0,0
0,1744289477.8952465,0,0
1,1744289477.9008656,1.93,-0.44
0,1744289477.9202895,0,0
0,1744289477.9451847,0,0
0,1744289477.97026,0,0
0,1744289477.9951706,0,0
1,1744289478.0001113,1.88,-0.41
0,1744289478.0203264,0,0
0,1744289478.045261,0,0
0,1744289478.0703769,0,0
0,1744289478.0962493,0,0
1,1744289478.0998654,1.92,-0.47
0,1744289478.1212194,0,0
0,1744289478.146262,0,0
0,1744289478.171313,0,0
0,1744289478.1973002,0,0
1,1744289478.201272,1.95,-0.48
0,1744289478.2234204,0,0
0,1744289478.24826,0,0
0,1744289478.2722096,0,0
0,1744289478.2971213,0,0
1,1744289478.300491,1.97,-0.51
0,1744289478.323227,0,0
0,1744289478.3481953,0,0
0,1744289478.373229,0,0
0,1744289478.3981283,0,0
1,1744289478.401438,1.99,-0.53
0,1744289478.423305,0,0
0,1744289478.44718,0,0
0,1744289478.4722645,0,0
0,1744289478.4960573,0,0
1,1744289478.5005374,2.0,-0.56
0,1744289478.5112257,0,0
0,1744289478.5364044,0,0
0,1744289478.5611513,0,0
0,1744289478.5861707,0,0
1,1744289478.6001937,1.95,-0.49
0,1744289478.6115205,0,0
0,1744289478.6363206,0,0
0,1744289478.660192,0,0
0,1744289478.6854708,0,0
1,1744289478.6998487,1.91,-0.43
0,1744289478.7124386,0,0
0,1744289478.7373562,0,0
0,1744289478.762386,0,0
0,1744289478.788245,0,0
1,1744289478.800188,1.87,-0.39
0,1744289478.8122067,0,0
0,1744289478.8374875,0,0
0,1744289478.8624253,0,0
0,1744289478.8885412,0,0
1,1744289478.9000695,1.83,-0.35
0,1744289478.9124658,0,0
0,1744289478.9382699,0,0
0,1744289478.9631922,0,0
0,1744289478.9883258,0,0
1,1744289479.0006094,1.73,-0.26
0,1744289479.0122616,0,0
0,1744289479.037404,0,0
0,1744289479.0624702,0,0
0,1744289479.0863352,0,0
1,1744289479.1004162,1.8,-0.34
0,1744289479.1114247,0,0
0,1744289479.1373148,0,0
0,1744289479.1622367,0,0
0,1744289479.1871767,0,0
1,1744289479.2003798,1.85,-0.39
0,1744289479.2112973,0,0
0,1744289479.2352014,0,0
0,1744289479.2601252,0,0
0,1744289479.2851765,0,0
1,1744289479.3002203,1.85,-0.38
0,1744289479.3103757,0,0
0,1744289479.3341756,0,0
0,1744289479.3583274,0,0
0,1744289479.3831768,0,0
1,1744289479.4006903,1.89,-0.42
0,1744289479.4074352,0,0
0,1744289479.4321299,0,0
0,1744289479.4571793,0,0
0,1744289479.481127,0,0
1,1744289479.5002892,1.93,-0.45
0,1744289479.5058455,0,0
0,1744289479.5302422,0,0
0,1744289479.5544634,0,0
0,1744289479.5792837,0,0
1,1744289479.6005764,1.95,-0.48
0,1744289479.6062346,0,0
0,1744289479.629273,0,0
0,1744289479.6532178,0,0
0,1744289479.6776488,0,0
1,1744289479.7004669,1.97,-0.54
0,1744289479.7050133,0,0
0,1744289479.7274823,0,0
0,1744289479.751462,0,0
0,1744289479.7752192,0,0
0,1744289479.8001463,0,0
1,1744289479.8041925,1.98,-0.56
0,1744289479.8252103,0,0
0,1744289479.8502145,0,0
0,1744289479.874191,0,0
0,1744289479.8991058,0,0
1,1744289479.9021802,1.94,-0.48
0,1744289479.9241412,0,0
0,1744289479.9480805,0,0
0,1744289479.9721622,0,0
0,1744289479.9970927,0,0
1,1744289480.0007215,1.82,-0.34
0,1744289480.0242105,0,0
0,1744289480.050347,0,0
0,1744289480.0750782,0,0
0,1744289480.1001904,0,0
1,1744289480.1032088,1.87,-0.38
0,1744289480.1271703,0,0
0,1744289480.153357,0,0
0,1744289480.1784055,0,0
1,1744289480.2008054,1.9,-0.49
0,1744289480.2055726,0,0
0,1744289480.2284567,0,0
0,1744289480.2537758,0,0
0,1744289480.2794096,0,0
1,1744289480.2984648,1.97,-0.62
0,1744289480.3055162,0,0
0,1744289480.329522,0,0
0,1744289480.354356,0,0
0,1744289480.379545,0,0
1,1744289480.3982744,2.0,-0.66
0,1744289480.4054282,0,0
0,1744289480.4304748,0,0
0,1744289480.455412,0,0
0,1744289480.4803228,0,0
1,1744289480.5001276,2.01,-0.58
0,1744289480.5061755,0,0
0,1744289480.5323339,0,0
0,1744289480.5573936,0,0
0,1744289480.582379,0,0
1,1744289480.6002743,2.0,-0.57
0,1744289480.6065993,0,0
0,1744289480.6324565,0,0
0,1744289480.6582654,0,0
0,1744289480.6832182,0,0
1,1744289480.7005656,2.0,-0.6
0,1744289480.7083905,0,0
0,1744289480.734455,0,0
0,1744289480.7603111,0,0
0,1744289480.7862628,0,0
1,1744289480.800519,2.01,-0.58
0,1744289480.8117173,0,0
0,1744289480.837331,0,0
0,1744289480.8623152,0,0
0,1744289480.8878863,0,0
1,1744289480.9003499,2.02,-0.59
0,1744289480.9123716,0,0
0,1744289480.937442,0,0
0,1744289480.9624588,0,0
0,1744289480.9873703,0,0
1,1744289481.0003653,2.01,-0.59
0,1744289481.0123444,0,0
0,1744289481.0393672,0,0
0,1744289481.0642982,0,0
0,1744289481.0902965,0,0
1,1744289481.1007535,2.01,-0.61
0,1744289481.115261,0,0
0,1744289481.1413386,0,0
0,1744289481.167913,0,0
0,1744289481.1933296,0,0
1,1744289481.2002563,2.0,-0.57
0,1744289481.2185698,0,0
0,1744289481.2434063,0,0
0,1744289481.2694075,0,0
0,1744289481.294224,0,0
1,1744289481.3005347,1.95,-0.48
0,1744289481.3193593,0,0
0,1744289481.3434308,0,0
0,1744289481.3683643,0,0
0,1744289481.3951035,0,0
1,1744289481.400921,1.95,-0.45
0,1744289481.4233346,0,0
0,1744289481.449349,0,0
0,1744289481.473198,0,0
0,1744289481.4980721,0,0
1,1744289481.5014315,1.97,-0.49
0,1744289481.5232422,0,0
